Pascal, [556, 3120, 4120, 5707, 10531, 11635, 12612, 17518, 21768, 22946, 23226, 28034, 36662, 38359, 43684, 52604, 60325, 65650, 71775, 81022, 82598, 83290, 85713, 88070, 91866, 96070, 99789, 101188, 101848, 102620, 103221, 106048, 108700, 109589, 111070, 112546, 116056, 117942, 121921, 122295, 123775, 126512, 128188, 130237, 133429, 134720, 138095, 139076, 142564, 143047, 143765, 145472, 146279, 147221, 147752, 148896, 151529, 153336, 155707, 158568, 172462, 176697, 178348, 185734, 186712, 187881, 189165, 190912, 193405, 194875, 197546, 221082, 233988, 243237, 246518, 247460, 248834, 250350, 251171, 254455, 255234, 256307, 257622, 259122, 260593, 261575, 263777, 266924, 269860, 270807, 274601, 275215, 276501, 277220, 277917, 278863, 283161, 283484, 285012, 285285, 287009, 288251, 289890, 293769, 295460, 300789, 301914, 304440, 306461, 310058, 312009, 313240, 314357, 314676, 315095, 315639, 318216, 318452, 318816, 319841, 322281, 330107, 332373, 1384, 1917, 3904, 16122, 18015, 18654, 19723, 22249, 24776, 30240, 32993, 33296, 36401, 40850, 44831, 45363, 56178, 58456, 59107, 59378, 62741, 63231, 65980, 67660, 68179, 69118, 69383, 69923, 81312, 82504, 84092, 85494, 86134, 86243, 87014, 87771, 88778, 90542, 91181, 92317, 95381, 97396, 99803, 102602, 103157, 105224, 106586, 107216, 107963, 108567, 111111, 111635, 113212, 115911, 117446, 120233, 120902, 123240, 123501, 124180, 125063, 129948, 130455, 130899, 131639, 132486, 133946, 136398, 136691, 137280, 139619, 144274, 148953, 149895, 150812, 153388, 154973, 156285, 158047, 160389, 165911, 167460, 169024, 169861, 170041, 174140, 174894, 176994, 177555, 180918, 184103, 185002, 186235, 187240, 187806, 188357, 188753, 191431, 192128, 193175, 195803, 198945, 201098, 203240, 203571, 204462, 205250, 206011, 206591, 207241, 208067, 208428, 210319, 212637, 213474, 213754, 214019, 215631, 217115, 218504, 220164, 223210, 224347, 225652, 227720, 230605, 232546, 233438, 234635, 239982, 240579, 241311, 241648, 243629, 244577, 246020, 246943, 247337, 249162, 251031, 253406, 255572, 259573, 260961, 263845, 266944, 269085, 269582, 270080, 278505, 279138, 287422, 287915, 288513, 294561, 295946, 299219, 300592, 305665, 306606, 307177, 312575, 314095]
Martine, [9728, 10516, 10696, 11387, 13184, 14559, 17713, 21305, 27066, 29519, 32077, 33512, 35596, 37155, 38222, 38553, 39959, 40861, 44116, 51195, 52368, 54444, 58565, 73278, 73713, 75524, 76274, 92591, 93308, 101660, 102330, 102863, 110751, 111549, 137917, 139473, 142267, 144734, 146407, 147191, 147823, 148439, 149779, 156068, 186596, 187023, 188022, 246616, 250490, 256590, 257600, 259005, 278179, 279441, 287850, 289457, 290464, 291607, 293529, 294822, 303589, 307529, 308075, 311478, 319797, 330703, 330830, 331615, 332202, 528, 1413, 1969, 12185, 14490, 15056, 15910, 27179, 28303, 28920, 34175, 87342, 88878, 91603, 93133, 93367, 95019, 95927, 95987, 96707, 97534, 100246, 101827, 101836, 102886, 103286, 103730, 103842, 104692, 107234, 110206, 112073, 112977, 114062, 115267, 116284, 116914, 117864, 119856, 125315, 125407, 129793, 130815, 132914, 135786, 137487, 140116, 140745, 149259, 153326, 155232, 162776, 168380, 173123, 174299, 178269, 178915, 180095, 180761, 181277, 182550, 182996, 184022, 188991, 189688, 192930, 193570, 196048, 205151, 206020, 206088, 210681, 214168, 219125, 225003, 225102, 225952, 226791, 230825, 232874, 234669, 240376, 248004, 248846, 254221, 257960, 258717, 260198, 262031, 263588, 267287, 268629, 269238, 270011, 271787, 272110, 273338, 274766, 275240, 277141, 278118, 278976, 280057, 280324, 281771, 282750, 284744, 286722, 287933, 288145, 290801, 292225, 292588, 297266, 297524]
Charles, [17243, 26447, 30999, 104001, 104646, 104956, 106239, 109863, 111053, 111093, 117079, 119271, 119283, 119502, 121939, 126372, 128575, 128776, 129856, 130657, 131366, 132942, 135300, 136228, 139783, 142863, 201321, 203096, 227722, 45855, 56264, 57491, 58586, 62583, 66199, 66613, 67891, 71366, 71856, 73237, 74557, 77709, 80128, 80797, 84515, 158448, 270783]
Rougon, [15800, 18030, 27493, 29292, 35545, 38770, 103385, 106508, 108574, 111274, 127288, 178276, 200710, 201025, 207542, 210274, 224547, 225160, 231490, 256447, 289440, 295362, 17474, 19630, 28819, 44471, 45669, 68452, 70719, 144344, 168427, 174239, 187100, 189316, 267393, 270041, 270963, 275166, 289428, 317188]
Ramond, [81915, 84435, 271052, 271220, 273998, 274524, 277733, 290314, 290867, 293680, 294154, 312397, 313482, 314318, 318695, 319129, 17622, 22330, 22896, 162110, 205183, 205617, 206103, 219156, 220896, 222545, 226102, 229092, 232846, 234390, 234709, 237094, 245897, 246867, 248375, 256797, 258748, 262616, 282266, 320055]
Mme, [15774, 18025, 27488, 29287, 35540, 38765, 58973, 102495, 103380, 106503, 108569, 111269, 178271, 209520, 256442, 289435, 295357, 17469, 28814, 44466, 68447, 115443, 124715, 144339, 149357, 149707, 168422, 174234, 187095, 189099, 189311, 189817, 195453, 229354, 267388, 270036, 275161]
Félicité, [34140, 37716, 121693, 145254, 179652, 293383, 45886, 48251, 54230, 274259, 280232, 282579, 284678]
Viorne, [42570, 43254, 87016, 93904, 111727, 136065, 137945, 7356, 31927, 129419, 173278, 301502, 316677]
Maxime, [22772, 26549, 30925, 132971, 139526, 143806, 179302, 201343, 249561]
Aunt Dide, [105126, 132561, 204441, 206127, 46006, 74656, 75574, 81662, 270671]
