Zverkov, [110892, 110972, 111787, 112023, 112816, 113447, 114598, 115240, 115604, 115938, 116198, 116447, 117380, 286, 7391, 7602, 8461, 11039, 11165, 13013, 13798, 14443, 14575, 15270, 15525, 15761, 16678, 17036, 17395, 17928, 18862, 18915, 19468, 19727, 19829, 20375, 21072, 21187, 21198, 21571, 23230, 25537, 25981, 26115, 26299, 26967, 27107, 27380, 28754, 30134, 30616, 33040, 74652, 76392]
Simonov, [108279, 108830, 109579, 109879, 110517, 114831, 115334, 116015, 116540, 116976, 117848, 118007, 118043, 118433, 118778, 118898, 119660, 411, 5625, 7626, 12802, 13641, 14020, 14422, 15168, 16740, 19552, 20141, 21514, 22197, 26850, 27591, 27677, 28006, 28191, 29651, 35977, 74664, 74876, 75742, 76292, 77676, 77887, 79451]
Liza, [40522, 49523, 50299, 51823, 52352, 55855, 56781, 58348, 65049, 69535, 69841, 70030, 74270, 74793, 79135, 79546, 80943, 81423, 81836, 82846, 83225, 83672, 93383, 94864, 96114, 97862, 98443, 99308, 99400, 106140, 107922, 109440, 113173, 113235, 113241, 113389, 116511]
Ferfitchkin, [114863, 116052, 117316, 117955, 118204, 118350, 7540, 13108, 13715, 14473, 15132, 15607, 15900, 16104, 16202, 17476, 17696, 20333, 21463, 21716, 22015, 26361, 26484, 26590, 31117, 31600]
Trudolyubov, [115359, 115838, 116369, 117390, 117799, 118090, 118406, 7471, 12787, 13507, 14394, 14514, 15201, 15671, 16886, 19385, 19611, 19952, 20099, 21356, 22109, 26887, 27317, 27551, 31066]
Anton Antonitch, [97876, 98115, 106855, 107016, 109526, 32274, 74964]
Apollon, [77865, 80060, 87830, 88234, 96537, 97053]
h’m, [13653, 79750, 84821, 116017]
Petersburg, [7504, 9798]
l’homme de la, [15970, 16120]
