Camille, [9868, 9936, 10399, 11324, 13844, 16948, 17515, 18155, 18856, 19259, 19354, 19824, 20434, 20664, 21253, 22023, 23812, 26064, 27311, 30698, 32510, 32790, 33062, 33135, 34258, 34644, 36927, 37613, 38016, 38870, 40679, 41392, 45189, 45658, 46602, 47315, 47535, 48902, 49648, 49805, 50239, 50660, 51876, 53645, 53888, 54600, 54807, 55278, 56557, 60488, 62046, 63051, 66492, 66963, 67516, 68095, 68589, 68999, 71372, 72637, 72981, 73292, 73820, 74957, 75162, 77461, 77859, 80463, 81251, 83489, 84393, 85585, 87120, 87412, 87911, 90012, 90903, 92571, 93438, 93858, 95696, 95948, 96786, 97918, 98308, 99837, 100323, 100748, 101493, 102482, 105168, 105195, 105385, 105832, 106338, 106575, 107335, 109261, 110058, 110261, 111749, 114255, 125622, 127760, 131291, 132337, 137400, 137979, 140024, 143693, 150180, 152396, 156135, 160583, 168771, 169722, 171587, 171616, 175099, 175329, 181503, 183018, 186403, 191446, 195304, 195518, 2378, 5295, 11040, 16098, 21823, 23867, 26615, 29301, 31067, 31489, 32328, 33471, 33826, 34288, 36761, 37157, 37652, 38425, 38778, 38989, 45105, 45868, 49117, 49560, 50197, 50720, 51550, 54205, 54820, 57972, 62493, 64812, 74284, 77352, 89934, 103305, 106686, 107421, 116431, 119170, 120858, 125104, 126723, 130535, 131286, 132217, 143769, 145700, 146506, 148491, 148500, 149262, 150294, 150312, 150330, 150420, 151200, 151438, 151487, 151524, 154104, 188105]
Grivet, [32867, 33188, 33285, 33896, 35426, 36728, 37205, 47451, 47581, 73346, 73440, 90001, 90523, 90891, 91811, 92434, 92925, 93042, 145980, 147085, 196981, 6625, 7191, 12501, 12963, 16638, 18257, 58222, 59387, 60217, 69786, 78722, 78901, 97167, 98142, 98549, 98786, 99132, 112657, 114675, 115063, 115270, 117884, 118357, 118841, 118893, 190956, 191475, 191907, 192369, 193589, 193884, 194286]
Michaud, [31529, 33884, 37358, 47462, 73361, 89831, 90235, 91437, 92729, 101163, 114571, 116283, 117177, 118177, 119932, 123989, 125678, 139979, 145968, 146949, 147294, 190300, 190791, 191588, 196969, 197326, 1282, 1605, 3707, 3986, 5894, 11870, 16754, 18245, 57743, 58210, 59245, 59398, 60228, 73872, 75409, 97155, 112668, 114288, 118588, 191387]
Thérèse, [12806, 22467, 25086, 48141, 64435, 84427, 103015, 112389, 120590, 160371, 161585, 186428, 42524, 57122, 110917, 111330, 116006, 116788, 117197, 142134, 146133, 146738, 157606, 188252, 190491, 197767]
Suzanne, [35618, 47500, 73577, 114728, 115964, 118814, 119970, 126222, 141812, 142659, 144414, 147218, 6896, 9755, 12026, 18018, 18364, 66572, 67016, 157175, 157305, 157837, 159134, 159623, 191033, 194423]
Raquin, [12896, 19950, 23628, 26663, 31054, 42442, 72626, 73809, 77848, 89720, 114874, 126134, 2394, 12132, 18007, 93680, 101059, 153132]
Raquins, [32186, 47784, 48581, 53530, 190813, 191976]
Olivier, [32262, 36739, 115621, 121910, 117690, 157467]
M. Grivet, [90960, 91768, 92537]
Saint-Ouen, [95317, 97213, 120076]
