Len Guy, [8085, 8368, 8413, 12085, 14736, 16184, 16690, 17677, 18293, 19796, 20607, 20953, 21642, 21884, 22912, 23963, 24818, 25133, 25569, 26684, 26815, 27367, 28271, 28507, 30424, 30825, 31794, 32843, 33378, 33712, 34592, 34757, 37604, 40604, 41577, 42235, 43650, 44089, 47450, 48864, 50968, 51726, 54756, 55103, 56064, 57345, 68344, 88133, 91922, 93168, 93851, 94918, 95410, 98443, 98806, 98952, 99571, 99855, 100333, 102800, 103078, 106880, 107660, 111480, 111575, 111920, 112259, 114259, 114954, 116232, 117309, 121995, 122708, 130205, 133312, 133670, 136004, 136308, 137707, 138608, 144421, 145009, 145783, 147397, 148436, 150571, 162810, 165484, 165990, 166476, 172089, 172592, 173431, 177680, 181975, 183998, 184713, 185677, 188651, 190266, 195367, 196051, 196842, 197604, 198428, 199860, 200740, 201090, 204353, 205768, 206321, 206970, 209371, 210319, 212252, 215141, 215457, 217352, 219958, 221639, 222021, 222650, 41, 2152, 3478, 5527, 7679, 11425, 12744, 13202, 14543, 15216, 16439, 18656, 19560, 20889, 21721, 23751, 26215, 30623, 32071, 32989, 37333, 40159, 41120, 41859, 50850, 51116, 52306, 53957, 56619, 58423, 61311, 63054, 64203, 66125, 69932, 73111, 75342, 77055, 82057, 82407, 83939, 87726, 88251, 89275, 89682, 89961, 90513, 91169, 95768, 97526, 100211, 100788, 109299, 116206, 118619, 119272, 120166, 122375, 123794, 127863, 129048, 136850, 137971, 142544, 143124, 147089, 148821, 153357, 153599, 155024, 156875, 157361, 158757, 159066, 160170, 161064, 163227, 165822, 166237, 167574, 168818, 170603, 173069, 175976, 178706, 178868, 191050, 194648, 200420, 210424, 212254, 218339]
Halbrane, [8046, 8441, 8699, 10220, 10277, 11560, 11921, 12533, 12757, 13231, 13701, 14146, 14243, 14276, 15224, 16027, 16162, 16557, 16627, 17968, 19447, 19545, 21043, 22479, 22853, 23028, 23572, 23748, 24257, 24870, 25705, 26510, 27619, 29869, 33081, 33758, 34378, 35443, 35487, 35856, 37583, 38368, 39798, 40518, 41605, 41685, 43874, 44681, 47831, 50621, 55365, 56770, 76562, 87972, 88461, 89866, 92280, 99380, 99942, 100730, 103877, 105742, 106119, 107629, 108521, 111397, 113277, 114219, 115122, 115796, 118713, 119816, 121952, 123941, 125745, 130391, 131004, 131368, 132739, 136702, 143360, 144038, 147476, 149946, 150504, 151893, 155030, 160504, 161509, 161678, 163394, 164481, 165572, 166975, 171097, 175503, 176067, 176812, 182130, 183826, 184959, 185557, 186000, 188915, 191014, 194000, 194661, 196041, 201434, 203061, 203520, 203858, 210623, 215081, 217049, 5845, 8730, 9289, 9648, 11945, 18225, 19312, 19464, 22283, 23573, 26529, 26733, 31891, 33092, 36945, 40041, 41060, 47512, 50558, 51159, 53449, 53798, 55045, 58671, 61184, 61527, 64142, 65312, 66567, 67853, 68227, 70132, 70552, 72329, 73003, 74323, 74581, 75018, 75979, 76442, 76773, 78001, 80355, 81491, 84176, 85257, 87331, 88877, 89360, 90386, 91441, 93636, 94076, 94795, 95125, 97488, 98598, 100094, 101451, 106507, 111086, 112939, 113626, 113936, 114513, 114629, 115206, 115575, 119137, 119160, 120935, 126291, 129902, 133443, 137259, 139451, 139491, 141401, 153865, 154007, 158032, 158529, 161914, 169426, 176009, 191179, 194164, 195691, 202590, 203156, 204541, 206841, 207085, 211452, 212035, 214880, 216952, 222912]
Jeorling, [3470, 5694, 7152, 7517, 7833, 8298, 10292, 13012, 13285, 16377, 16903, 17084, 18044, 18668, 19052, 19942, 20687, 21004, 24351, 31461, 35460, 44375, 46121, 46358, 50132, 89051, 91116, 107498, 107788, 108096, 108731, 109378, 110116, 111247, 116566, 116990, 117345, 117925, 119074, 119412, 119956, 120478, 121567, 123632, 124071, 124153, 130246, 130934, 131326, 131748, 131985, 140420, 140680, 140875, 146313, 147146, 149579, 151425, 151736, 152538, 153006, 154031, 154482, 155108, 163096, 163642, 163892, 164730, 166203, 174526, 174881, 178090, 188824, 189422, 195343, 195659, 205661, 207669, 217649, 19701, 20784, 26191, 33265, 34276, 34475, 34803, 35348, 36463, 37421, 37692, 38058, 38446, 39001, 39734, 48652, 57245, 57666, 60013, 60290, 60724, 63503, 64699, 64969, 65134, 73889, 101431, 102401, 103047, 103395, 104303, 104447, 105424, 106051, 107105, 107692, 108129, 130585, 131085, 133386, 133771, 134532, 138619, 143196, 147175, 147459, 147978, 148511, 153910, 154118, 154578, 168091, 171958]
Hunt, [134930, 134977, 135679, 136062, 136541, 138376, 140232, 140468, 140654, 140954, 141172, 153766, 154763, 155373, 155561, 164406, 164788, 164967, 168968, 169126, 170401, 170628, 171273, 171494, 171715, 171806, 172274, 172303, 172459, 172547, 172569, 172656, 172784, 173557, 174293, 174444, 174982, 181896, 193469, 196014, 196793, 197110, 197628, 197866, 198051, 199104, 199333, 199897, 200270, 200955, 201105, 202203, 203621, 204572, 205417, 206037, 206263, 206727, 206997, 208217, 210453, 211744, 213295, 213557, 214087, 215493, 215687, 216624, 216709, 216738, 216962, 217187, 218223, 218364, 218767, 219150, 219216, 220226, 220345, 220504, 220637, 220811, 220939, 221219, 222043, 222322, 222584, 222852, 223883, 973, 1344, 1738, 2424, 3588, 4799, 4987, 5199, 5513, 5697, 5783, 5870, 6692, 6813, 7248, 7573, 7776, 8054, 8689, 44661, 45144, 47588]
Jane, [54915, 54957, 55218, 55280, 55653, 75582, 76055, 76210, 76432, 76508, 76984, 77658, 78307, 78604, 81155, 83620, 83868, 96237, 96524, 96640, 96681, 97611, 98399, 98567, 98933, 99628, 103440, 103485, 107960, 107975, 108451, 108707, 108935, 109157, 110560, 110634, 111031, 111109, 112037, 112607, 114633, 115434, 117426, 117884, 118466, 118660, 119359, 119551, 121315, 131395, 133180, 138863, 139918, 148764, 162789, 178296, 187158, 190497, 190788, 190828, 191370, 195735, 197090, 198641, 200498, 200711, 200876, 204016, 205970, 208100, 209296, 212534, 213078, 214261, 215862, 218999, 3134, 6247, 8949, 10775, 15473, 25469, 29812, 32011, 32317, 35663, 50359, 50694, 51289, 68131, 68743, 87174, 100046, 120987, 141946, 152438, 154231, 179055, 179705, 181386, 188350, 189452, 192577, 194149, 194598, 214982, 222996]
Dirk Peters, [50808, 52049, 52878, 53657, 55046, 68299, 74069, 82171, 84217, 85948, 96592, 117582, 167745, 212802, 216434, 222133, 618, 2435, 5953, 6506, 7235, 7272, 7558, 8070, 8465, 9822, 9843, 12127, 22558, 23775, 29059, 29653, 32468, 43731, 44795, 45404, 47378, 47971, 48055, 48669, 73338, 97409, 111160, 117811, 117983, 119599, 133687, 135508, 150190, 158812, 176608, 179338, 180298, 182035, 187645, 188718, 210641, 212986]
William Guy, [79612, 80469, 80975, 81630, 81990, 83352, 97943, 98913, 107880, 107925, 109004, 109220, 110597, 110934, 111284, 117634, 120343, 150182, 195080, 202554, 209258, 214797, 223329, 2956, 6318, 13080, 16731, 25428, 29776, 30053, 35758, 40783, 87140, 155209, 177515, 179181, 179987, 180578, 180877, 181240, 182068, 182628, 183600, 184355, 185104, 186565, 187345, 187574, 188949, 189858, 190630, 190654, 191245, 191537, 193141, 203428, 205571, 217173]
Grampus, [52928, 55081, 60248, 60886, 61378, 61948, 65861, 67440, 68246, 68392, 69449, 69701, 70584, 71503, 74255, 74995, 75472, 96625, 167602, 213931, 214219, 221899, 223197, 9098, 28491, 45227, 47241, 48928, 52840, 97153, 106919, 107018, 107057, 107488, 108605, 108975, 122033, 133489, 134365, 134730, 135558, 169188, 170814, 174900]
Arthur Pym, [52139, 53642, 57430, 58630, 59300, 61772, 62623, 63646, 66146, 66490, 68607, 69043, 72732, 79691, 82865, 85101, 96969, 110582, 118802, 180633, 180664, 198465, 214287, 220448, 221707, 222282, 223222, 14200, 22862, 32273, 46906, 50193, 71539, 180013, 180286, 188706, 223929]
Patterson, [95565, 95576, 95590, 96452, 96483, 97623, 98230, 98461, 99817, 99985, 111003, 119331, 121101, 121412, 121841, 151988, 152597, 152832, 212442, 214937, 215869, 3245, 10217, 10878, 25297, 180890, 181253, 183616, 186578, 187358, 190593, 190706, 191105, 191376]
