Hans, [69402, 69892, 77761, 77996, 80082, 80651, 82676, 85120, 85774, 88695, 89198, 94061, 95643, 96603, 99873, 102882, 103488, 105466, 105800, 105955, 111620, 111835, 112831, 113689, 119588, 120414, 124690, 126112, 126630, 130187, 130941, 132089, 132334, 132805, 134690, 135505, 136597, 136773, 138877, 139397, 140995, 141850, 142827, 144868, 145425, 146061, 146158, 147379, 150421, 154409, 155791, 156106, 158949, 159499, 162897, 167821, 174256, 177714, 184828, 186186, 189775, 190698, 191511, 192092, 194282, 199221, 199712, 200372, 201102, 201263, 202617, 204059, 204366, 205462, 206885, 207372, 208663, 208911, 209484, 211700, 214102, 218695, 228462, 229601, 231573, 233811, 14675, 14861, 17638, 17943, 18161, 37290, 45915, 46321, 48104, 49158, 53856, 55475, 63931, 68540, 69736, 70183, 74205, 74692, 75718, 76821, 78146, 82282, 83351, 85301, 85643, 86308, 86314, 88450, 89930, 92148, 97304, 98154, 101426, 103479, 104788, 106137, 107035, 110471, 111033, 114187, 118093, 122887, 123705, 124923, 152809, 154014, 155276, 155414, 161687, 164435, 167097, 169802, 170297, 173394, 173467, 182420, 182836, 190857, 193534, 205864, 206059, 206313, 207218, 208200, 210743, 224128, 224745, 225475, 225825, 225903, 229392, 232312, 235895, 237760, 239096]
Harry, [17030, 53433, 103608, 109133, 110107, 135357, 135364, 144957, 152409, 155203, 157793, 187748, 189069, 189686, 190009, 7547, 7830, 11661, 15063, 17425, 19385, 20660, 31968, 34059, 39527, 45736, 63519, 109388, 116884, 130112, 130127, 153725, 154208, 155165, 156958, 162106, 162686, 163703, 190285, 215029, 220382, 237249]
Sneffels, [31376, 32315, 32731, 32775, 33414, 33881, 54813, 62338, 62359, 62841, 64196, 64656, 69359, 106702, 107245, 108827, 113062, 119349, 121075, 122435, 125356, 130886, 134142, 164656, 188699, 214713, 216496, 221222, 234348]
Saknussemm, [14201, 15772, 27881, 30667, 33844, 34278, 54093, 79722, 107063, 137750, 183761, 227749, 227978, 67612, 67793, 159782, 162529, 167428, 167861, 168576, 175731, 194825, 217851, 238250]
Uncle, [152685, 157513, 220066, 226067, 238029, 9786, 14938, 17761, 32123, 33284, 34657, 38013, 41741, 43833, 66351, 121484, 130173, 148766, 156469, 204086, 204549, 221873]
Hardwigg, [3800, 6184, 13475, 25197, 48154, 51082, 58784, 59736, 106386, 114684, 120579, 140025, 169520, 171941, 189584, 130340, 135740, 138379, 237454]
M. Fridriksson, [52793, 58282, 58495, 59929, 60324, 61667, 62038, 63391, 68784, 76716, 77318, 78102, 78485, 237392]
Professor Hardwigg, [901, 3096, 15626, 33090, 37016, 52328, 77146, 179979, 224881, 227036, 121289, 132685]
Gretchen, [5895, 17216, 18706, 36646, 37099, 97529, 136250, 237074, 107889, 169134, 208628]
Arne Saknussemm, [13828, 35472, 60477, 60497, 61030, 61384, 65025, 115529, 135923, 158582, 158606]
