Scrooge, [531, 719, 804, 863, 901, 1068, 1153, 2818, 2990, 3344, 3974, 4962, 5067, 5109, 5326, 5998, 6378, 6474, 6702, 6968, 7153, 7237, 8052, 8203, 8344, 8748, 8867, 8968, 9122, 9188, 9437, 10363, 10443, 11584, 11821, 11997, 12055, 12128, 12377, 12486, 12764, 12822, 13015, 13092, 13268, 13406, 13486, 13609, 13681, 14026, 14138, 14471, 14587, 14772, 14925, 15344, 15423, 15781, 15966, 18319, 18466, 18693, 18902, 18969, 19127, 19481, 19649, 20035, 20642, 20728, 21102, 21194, 21395, 21582, 21949, 22335, 23782, 23990, 24076, 24442, 26104, 27235, 27816, 27961, 28067, 28545, 28722, 28944, 29007, 29414, 29523, 29582, 29851, 30221, 30603, 30833, 30912, 31178, 31433, 31658, 32226, 32467, 32726, 33461, 33746, 33882, 34033, 34181, 34959, 35726, 35903, 36438, 36522, 36720, 36934, 37856, 38370, 38721, 39300, 39903, 40624, 41511, 42026, 42592, 42645, 42694, 42743, 43187, 44545, 45201, 45360, 45509, 45914, 46149, 46531, 46989, 47485, 47984, 48181, 48348, 48968, 49308, 49499, 50377, 50629, 51056, 51431, 51665, 52003, 52277, 52850, 53043, 53289, 53550, 55209, 55304, 56008, 56532, 56684, 57285, 57325, 57543, 57972, 58106, 63076, 63627, 63948, 64497, 64561, 64733, 64878, 64967, 68515, 68653, 68988, 71855, 72464, 72480, 72744, 72940, 73365, 73717, 74306, 75377, 76822, 77410, 78042, 78155, 78240, 78415, 79210, 79429, 79595, 79658, 79873, 3918, 4744, 4833, 4919, 4973, 5305, 5413, 5590, 5939, 6103, 6583, 6630, 15299, 15594, 15856, 16411, 16557, 16596, 17009, 17521, 19362, 19507, 21678, 22548, 22640, 23836, 24542, 24772, 24859, 25080, 25202, 25527, 25663, 25881, 25956, 26549, 26754, 26839, 27103, 27120, 27221, 27546, 27806, 27960, 28229, 28342, 28576, 29365, 29851, 30057, 30998, 32323, 32480, 32706, 32904, 33206, 33495, 33579, 34853, 35236, 35324, 36231, 36397, 36482, 36730, 36839, 37033, 38093, 38324, 38883, 39040, 39419, 40087, 40269, 40517, 40757, 41414, 42060, 42194, 44693, 46376, 47527, 53441, 54011, 54486, 54923, 55771, 56356, 56582, 56812, 59230, 59422, 59937, 62615, 64869, 65387, 65438, 65689, 65778, 66698, 66997, 67141, 68816, 69273, 69714, 70173, 70692, 71340, 71534, 71621, 71991, 72220, 72336, 72409, 72832, 73312, 73730, 74567, 74763, 75027, 75244, 75433, 75456, 75595, 75711, 75761, 76024, 76167, 76817, 76900, 77032, 77367, 77430, 77651, 77733, 78715, 78913, 79164, 79508, 79647, 80137, 80206]
Bob, [6816, 6837, 7395, 8968, 9383, 9918, 9944, 10021, 10355, 10663, 11446, 12271, 14802, 14908, 15134, 16572, 16835, 17108, 61088, 61405, 61714, 61917, 62314, 62564, 62787, 62853, 63141, 63220, 63425, 63713, 64079, 64369, 64649, 73002, 78363, 78387, 78862, 79020, 79294, 79420, 79636, 79757, 79984]
Ghost, [30868, 31606, 31776, 32311, 32533, 33008, 33565, 36251, 36494, 36570, 36763, 39362, 39682, 42140, 45694, 53836, 56475, 56630, 63553, 64533, 64749, 73268, 6090, 15420, 15735, 15982, 16435, 21112, 30202, 33259, 35511, 45054, 56511, 59107, 66846]
Marley, [731, 3144, 3427, 3867, 4372, 4456, 4992, 5079, 5121, 5204, 13498, 13625, 13640, 21435, 21729, 21745, 21960, 22843, 25791, 26060, 27474, 27538, 28104, 37938, 38589, 41737, 77429, 75039]
Joe, [571, 2498, 2682, 48197, 48326, 50352, 50582, 50896, 51081, 51226, 51553, 51734, 51763, 51958, 52158, 52251, 52424, 52526, 52695, 53126, 53769]
Cratchit, [927, 7014, 8125, 8727, 9353, 9888, 11826, 12533, 12827, 13492, 13834, 13870, 14498, 16680, 17208, 61559, 62963, 63657, 63872, 64679]
Tiny Tim, [8154, 9147, 9184, 9741, 10441, 11455, 12051, 15043, 15363, 17454, 60223, 60737, 63588, 64550, 72941, 80283, 81255]
Peter, [10885, 11323, 17857, 17990, 18027, 18593, 18610, 19097, 59746, 60446, 60807, 63176, 63809, 63854, 63920, 64026, 64766]
Bob Cratchit, [16, 155, 945, 1284, 19223, 6742, 9299, 13738, 14544, 17789, 78236, 80062]
Fred, [2878, 25944, 26740, 28217, 34525, 34572, 34969, 77355, 77594, 77703, 77785]
