Mlle, [3331, 3827, 3986, 17490, 17610, 17783, 38711, 38780, 40088, 40312, 40755, 41016, 43085, 49181, 59016, 92179, 100065, 100100, 100727, 105395, 110462, 111451, 111790, 112139, 112434, 114348, 114411, 114880, 115236, 115290, 115479, 115705, 115854, 115885, 116547, 117059, 117411, 117715, 117990, 118660, 118967, 119339, 119552, 119759, 119829, 120423, 120784, 121073, 121156, 121239, 121474, 121555, 121989, 122246, 122280, 122403, 122815, 122892, 123739, 124100, 131792, 132709, 133193, 134005, 135806, 135994, 136496, 136619, 144605, 156490, 161567, 8525, 10084, 10155, 15183, 15202, 16129, 20889, 20912, 21372, 21860, 24642, 25515, 25645, 33018, 37532, 37729, 37971, 41952, 42486, 42565, 43620, 62932, 64087, 64503, 64671, 72171, 72302, 73240, 74302, 78362, 78743, 79018, 105433, 109786, 110616, 112305, 113537, 113670, 114755, 114981, 116538, 118713, 118763, 120899, 121341, 140631, 140656, 154226, 155369, 155511, 155587, 155692, 155768, 155944, 156516, 160657]
Grandmother, [130763, 132233, 133420, 133675, 134049, 134346, 134452, 134653, 134907, 136825, 136915, 137591, 138456, 141456, 142474, 145101, 145613, 145874, 147740, 149586, 150620, 152443, 155173, 156277, 156947, 157324, 160161, 161421, 162993, 164873, 165442, 165709, 1603, 1832, 2569, 3661, 5137, 6240, 7112, 8050, 8391, 9865, 10437, 12122, 12960, 14195, 14477, 14897, 15586, 15850, 16024, 16297, 25853, 26469, 28112, 28249, 29116, 29350, 29582, 31627, 32793, 33124, 34081, 34792, 35135, 35555, 35835, 36383, 38140, 38285, 38754, 39097, 40038, 40269, 42004, 42155, 42209, 43090, 43325, 43776, 47649, 48104, 48532, 49686, 50534, 50619, 50928, 55659, 56478, 57146, 57905, 58250, 58510, 59004, 60184, 60507, 60983, 61054, 61273, 61515, 62359, 63232, 65757, 69468, 72508, 73304, 74890, 76159, 76453, 77790, 80636, 83291, 87535, 138375, 155824, 156056]
Astley, [4854, 12442, 15389, 39764, 39779, 43496, 43859, 44354, 48095, 92879, 93664, 102724, 103017, 103201, 103264, 108363, 108747, 109277, 110058, 111159, 111435, 112331, 112970, 113588, 115110, 120984, 123448, 123965, 125335, 129599, 129636, 131603, 131829, 134506, 142026, 142153, 142350, 142665, 142821, 142866, 155616, 8189, 12776, 19282, 19412, 19566, 33069, 49213, 49300, 50806, 64978, 67380, 70002, 76117, 84247, 84800, 103995, 104963, 111232, 111718, 112201, 112551, 112997, 113112, 114501, 118096, 119293, 120531, 135385, 138441, 142442, 145011, 149298, 150250, 151461, 151864, 152821, 153557, 154515, 156479, 156754, 157054, 157246, 157677, 158639, 160296, 160827, 161678, 162871]
Baron, [73199, 76285, 76810, 77319, 77566, 77866, 78355, 79077, 81719, 84934, 85179, 86288, 86380, 87200, 87361, 87584, 88231, 88658, 91210, 96198, 96769, 97480, 98048, 98122, 98312, 98587, 98842, 99014, 99215, 102153, 102430, 102888, 103174, 103404, 111007, 111955, 114793, 115572, 120478, 122561, 149236, 149404, 149518, 150142, 151345, 27068, 69111, 69864, 103019, 105847]
De Griers, [82373, 92993, 94744, 114190, 116012, 116340, 123774, 123797, 131750, 135501, 143709, 144037, 8281, 15065, 20874, 22425, 24034, 33461, 38986, 63737, 101838, 105693, 109173, 158522, 160140, 163722]
Martha, [153066, 155900, 161447, 2945, 9044, 9106, 9245, 13179, 13276, 27262, 40661, 43123, 77019]
Marquis, [14570, 14621, 17834, 38965, 40197, 42206, 42413, 42462, 58617, 99634, 110450, 116444]
Prascovia, [129006, 138396, 140776, 143027, 10007, 10117, 43303, 44563, 45983, 47200, 47320, 77966]
Shlangenberg, [16856, 19449, 68250, 68722, 69660, 72995, 104854, 141025, 141046, 105000]
Alexis Ivanovitch, [89023, 127839, 140838, 143826, 149993, 151298, 36030, 42853, 75253, 76424]
