Étienne, [3966, 4709, 7254, 8808, 9897, 10886, 11982, 13389, 13703, 15792, 16087, 17101, 18130, 38287, 39244, 40146, 41267, 42737, 43937, 44882, 50097, 51018, 51472, 52763, 54626, 56302, 57282, 58600, 58794, 60725, 61789, 61911, 62371, 64039, 64315, 69110, 69141, 71176, 73271, 75928, 76700, 77294, 85570, 87322, 91817, 93875, 96215, 96347, 97472, 101627, 103359, 108318, 109436, 110692, 113440, 113928, 117586, 121427, 121703, 122754, 124047, 124899, 126700, 127436, 128288, 197639, 215839, 216798, 221155, 224907, 225219, 230319, 231766, 237645, 238402, 239471, 240327, 241094, 242705, 245525, 246813, 248228, 249371, 250004, 251388, 252802, 255272, 255951, 257113, 259039, 259589, 260017, 262631, 263088, 263676, 265234, 265470, 267399, 274647, 276585, 276693, 277075, 280034, 280746, 289356, 292412, 292831, 297140, 297694, 299758, 301126, 301461, 302096, 304936, 307315, 312304, 313291, 315139, 315882, 317126, 318460, 320755, 322818, 325072, 326323, 327100, 328332, 329634, 331310, 332391, 334274, 336606, 336998, 337782, 340791, 341575, 345015, 349957, 354793, 357890, 360785, 361081, 362068, 362541, 363696, 393421, 394756, 395007, 395247, 395695, 398958, 404229, 404487, 405521, 409091, 410076, 411290, 414977, 417867, 419978, 420768, 422073, 422960, 423389, 426350, 427825, 428632, 429012, 429378, 430921, 431207, 432925, 437178, 438065, 438534, 439407, 441218, 442155, 444735, 445414, 445853, 447207, 447990, 449049, 450459, 451209, 451999, 452570, 452969, 454393, 455739, 458860, 462258, 462639, 464839, 465600, 466196, 468476, 470119, 472089, 474177, 476268, 480376, 481901, 482975, 490827, 490937, 491544, 492655, 495597, 3451, 5757, 7295, 10046, 10609, 10937, 12015, 12313, 13159, 13663, 15644, 22920, 25892, 27377, 28212, 30353, 33475, 37366, 39583, 41486, 45066, 45907, 47000, 63626, 96578, 97355, 98500, 100405, 100885, 101439, 103302, 103382, 108049, 109984, 114836, 115633, 116594, 117868, 120577, 120996, 128421, 128881, 132937, 134238, 135523, 167007, 168479, 168684, 168961, 181443, 186600, 187275, 195304, 195831, 200635, 202912, 204277, 205712, 207107, 208184, 211197, 214059, 216546, 218640, 219834, 221296, 226945, 238855, 241661, 243043, 244535, 245108, 248803, 249677, 251170, 255339, 256778, 260064, 262858, 263360, 264423, 265216, 265847, 266506, 267699, 268468, 268869, 271419, 272216, 273094, 274718, 275855, 276747, 277614, 279166, 280640, 281391, 282577, 283559, 284230, 284679, 285343, 286458, 287361, 297900, 298487, 299995, 301297, 306485, 309139, 312497, 318033, 320033, 325398, 325969, 327406, 331690, 333517, 335575, 336160, 337328, 337880, 338605, 339463, 347107, 347796, 349435, 351657, 352371, 353357, 353839, 362082, 366455, 367499, 368267, 369720, 372197, 372908, 375363, 379259, 389585, 434856, 435239, 435917, 438180, 439465, 441183, 445363, 446555, 447475, 448283, 449363, 451317, 452308, 453270, 454067, 458069, 458596, 461634, 463006, 463749, 463916, 464574, 466313, 470323, 471634, 472906, 473485, 475051, 476934, 479342, 479529, 480763, 481810, 482717, 483559, 484369, 485889, 487447, 488427, 489719, 493929, 495654]
Catherine, [20633, 21661, 21749, 22140, 22966, 23664, 24472, 25522, 26116, 26658, 27012, 28577, 30268, 33096, 34490, 35045, 36474, 36903, 37544, 45576, 48855, 49617, 50370, 51868, 52740, 53565, 54562, 57431, 57820, 58849, 62149, 63688, 65130, 69172, 71163, 73249, 75510, 75939, 78408, 79472, 81671, 85404, 87308, 90342, 94032, 96201, 97458, 101592, 102332, 103403, 109623, 113288, 114113, 117553, 117779, 128354, 153146, 153867, 171979, 172094, 188018, 193973, 194074, 197672, 198565, 199732, 200545, 205733, 208885, 209045, 211196, 231736, 233266, 234726, 235310, 236543, 238678, 240131, 240784, 248810, 252145, 252343, 267508, 269231, 273693, 281492, 282881, 283221, 284739, 285894, 286141, 286587, 288672, 288818, 291835, 291891, 297934, 299770, 310230, 314309, 315081, 315735, 318537, 329924, 334388, 334654, 341952, 350062, 351374, 353092, 357940, 358605, 360955, 361344, 363335, 415851, 423786, 424261, 425435, 427378, 427905, 428131, 428750, 429207, 15671, 41667, 45089, 56479, 62271, 65090, 69460, 70869, 71971, 73015, 73395, 74414, 77663, 79202, 84350, 84962, 85931, 87734, 88559, 89838, 91140, 91430, 92427, 93533, 110912, 111503, 111817, 114959, 120680, 120945, 128773, 129484, 134575, 135844, 166988, 195622, 196367, 200832, 226842, 229903, 258022, 258392, 259459, 260558, 263937, 265654, 268480, 273106, 274625, 288794, 288821, 290624, 291256, 292800, 300794, 309368, 311730, 312673, 317916, 320090, 325929, 326792, 328982, 329064, 329844, 330806, 361466, 362158, 365302, 365522, 366951, 367916, 368279, 368707, 369706, 372183, 372591, 374248, 379936, 389559, 411795, 411872, 434893, 438192, 439105, 441000, 445218, 447263, 447674, 448295, 449802, 453973, 455941, 457952, 461429, 462887, 463551, 464942, 466245, 466504, 470388, 472480, 484886]
Maheude, [31075, 32563, 36793, 149558, 150151, 151063, 152733, 155249, 155497, 156466, 158168, 158768, 159658, 161223, 165312, 166019, 166633, 168129, 169479, 170810, 171592, 173244, 173805, 175092, 176242, 177224, 177643, 178375, 178736, 180188, 181167, 182653, 183595, 184019, 184433, 186022, 186989, 187869, 189306, 190009, 191260, 191938, 193165, 194411, 199017, 200968, 201469, 205651, 205815, 214520, 215653, 270925, 272367, 272903, 289555, 289895, 290164, 291794, 292012, 292622, 293599, 306356, 309264, 309815, 311941, 314512, 319816, 320805, 321476, 337849, 338474, 339545, 341875, 343533, 357961, 358704, 358818, 359626, 361971, 393559, 394878, 395505, 415784, 420791, 421229, 423041, 424146, 427813, 428220, 429462, 476627, 477509, 478342, 480058, 480324, 480901, 483490, 485448, 486165, 486980, 487959, 488554, 489902, 491219, 492549, 36580, 47860, 97812, 98440, 105702, 106627, 111144, 114365, 133946, 135951, 181331, 190978, 223606, 226385, 227307, 232500, 234236, 234896, 236324, 238496, 242163, 247536, 293627, 300463, 302967, 307691, 313864, 318544, 325331, 326525, 328903, 329487, 331102, 333627, 361199, 365495, 389059, 400262, 408230, 410344, 411638, 412003, 415536, 416958, 418346, 423475, 430820, 431576, 472447, 473100, 474746, 479332, 480848, 481099, 481133, 483621, 484220, 486129, 488219, 495018, 496386]
Zacharie, [21409, 23614, 24067, 25833, 27131, 27314, 28329, 32667, 35160, 36182, 37587, 48812, 49558, 51638, 53402, 58860, 62135, 66095, 68654, 69396, 70074, 77093, 88676, 89384, 90238, 93827, 96588, 110263, 115697, 116730, 117573, 181770, 187293, 187736, 197683, 198643, 200420, 205030, 218161, 218786, 248215, 251623, 267772, 269435, 272703, 273098, 278947, 281291, 284776, 284864, 285516, 286377, 288746, 290196, 291152, 292495, 293684, 293997, 315406, 334264, 335168, 339821, 351054, 363110, 452625, 455120, 465415, 495106, 495435, 17638, 17924, 19131, 19631, 20734, 21977, 23083, 26299, 37026, 48251, 168289, 194243, 306844, 307111, 313027, 317658, 334902, 389926, 400274, 408958, 409190, 409951, 410737, 411614, 411956, 412755, 416234, 418095, 422566]
Mouquette, [46990, 47954, 48375, 49950, 63424, 75798, 76101, 83728, 97626, 102490, 103307, 107792, 110579, 112782, 113101, 211637, 226840, 227380, 232539, 232687, 245458, 251882, 275987, 280783, 289343, 350084, 351388, 469565, 469639, 470291, 472172, 483141, 491065, 3521, 14341, 15691, 16201, 26622, 36797, 48547, 98721, 106346, 112238, 114482, 115451, 127668, 134034, 158639, 170440, 179496, 191909, 239655, 270538, 307043, 307139, 308421, 309640, 311394, 317752, 337190]
Lydie, [35797, 49921, 63414, 75975, 97538, 107716, 117510, 179985, 213383, 221650, 222157, 222899, 223350, 224564, 227494, 245477, 251713, 270722, 271921, 283116, 295924, 342873, 350073, 351408, 487742, 493365, 803, 1287, 2315, 2595, 10640, 10691, 13145, 13346, 16579, 18485, 22275, 26959, 37290, 48653, 169168, 169312, 181983, 194444, 227599, 228698, 229702, 281159, 291368, 291830, 292921, 300644, 309112, 311566, 316496, 335825]
Souvarine, [252745, 252837, 254178, 255986, 257512, 258617, 262011, 263248, 264032, 274716, 303484, 304122, 322845, 326060, 327125, 341536, 438578, 438698, 441565, 445150, 447098, 447703, 448457, 449905, 451003, 469012, 37536, 97033, 247788, 248349, 249286, 252889, 256206, 256837, 257726, 261174, 263857, 267478, 299154, 319316, 347117, 348100, 349036, 349758, 351329, 352989, 353452, 354466, 357545, 365736, 366781, 367848, 382870, 400225, 490909]
Bébert, [37486, 49890, 59669, 103466, 117427, 213463, 221660, 222129, 222475, 223301, 224474, 245345, 271799, 283105, 296092, 342862, 346371, 346938, 347043, 347774, 349788, 353179, 484934, 493354, 493769, 494968, 496254, 496383, 1130, 1344, 2128, 2580, 13356, 16521, 18473, 22476, 26976, 37279, 48837, 169157, 181993, 194409, 281148, 291378, 291918, 292910, 300722, 309101, 311552, 316485, 335147]
Chaval, [63903, 85284, 89231, 113035, 240120, 252159, 281081, 281379, 285126, 285736, 286038, 297226, 342189, 360999, 361325, 427492, 427891, 428765, 45187, 45520, 56958, 69720, 74170, 77564, 79801, 84912, 88771, 93563, 114865, 120085, 129312, 132288, 205043, 257993, 261376, 262898, 265304, 266048, 291298, 362368, 368782, 369831, 379523, 389736, 434980, 450929, 451485, 452255, 452802, 463332, 465742]
Cécile, [132192, 137095, 140879, 141599, 143024, 145784, 146337, 148393, 148865, 149116, 164131, 164776, 167606, 170483, 170926, 363964, 376049, 376601, 378206, 385549, 386102, 391338, 392768, 411855, 53092, 65241, 66417, 146201, 151475, 153881, 156861, 161496, 172631, 180022, 181371, 181913, 182462, 184506, 194823, 420059, 421151, 423792, 426329, 427037, 427831, 429530]
