Halbert, [140471, 171429, 179564, 248036, 248740, 271101, 274393, 275258, 319567, 319965, 320597, 323637, 323960, 324524, 324881, 325104, 325663, 326399, 326777, 327285, 327482, 329235, 329684, 330836, 331465, 335154, 336285, 336462, 337140, 337698, 340653, 342945, 343940, 345163, 347124, 349798, 350313, 350430, 355057, 355834, 355970, 365016, 365088, 366097, 366400, 367805, 369942, 370313, 374921, 374963, 375249, 400281, 401049, 401679, 404580, 405886, 408756, 409447, 410215, 415822, 416040, 418096, 420920, 421099, 421591, 421881, 422231, 423151, 423659, 423976, 467042, 467773, 468040, 468479, 468796, 468941, 469189, 469740, 470644, 470730, 470970, 471386, 471521, 472122, 472625, 472844, 474087, 478732, 481301, 481906, 484498, 495328, 498323, 498481, 973, 1488, 2047, 3061, 5090, 8177, 8558, 10054, 10775, 13466, 16734, 19171, 19469, 20822, 26928, 29018, 30950, 38234, 39091, 39976, 41722, 41842, 43429, 47283, 47541, 47829, 47975, 48350, 48458, 50560, 50841, 52906, 53335, 53612, 53866, 54584, 54732, 54879, 55151, 56829, 57378, 57712, 60249, 61459, 62029, 63060, 64229, 68864, 71676, 72040, 73625, 76403, 83897, 84467, 86069, 87175, 88259, 90929, 92110, 93353, 93781, 94807, 96811, 99100, 101551, 108461, 109905, 110618, 111875, 113981, 115134, 120692, 126329, 127565, 146070, 153262, 156423, 157571, 159474, 159563, 160024, 160716, 161550, 162109, 165909, 167629, 177686, 182126, 183453, 205986, 206035, 221297, 221406, 223066, 225854, 244315, 281739, 282227, 323204, 323294, 330695, 332953, 333072, 333213, 336167, 344319, 394905, 395331, 395549, 398944, 400727, 401055, 401592, 403110, 405953, 409898, 410161, 411292, 413439, 413497, 416498, 417774, 418182, 425711, 428259, 430142, 431349, 431797, 433182, 491328]
Edward, [139377, 140854, 171567, 179587, 248051, 273601, 274540, 275004, 276802, 277124, 317708, 318875, 320505, 320890, 321175, 323488, 324419, 325038, 325951, 327340, 327406, 328111, 328778, 329105, 329449, 329841, 331528, 357401, 358269, 358516, 368090, 368437, 368712, 374832, 375119, 386774, 391071, 392716, 397103, 405847, 415730, 422292, 423562, 423817, 430489, 433632, 485849, 485929, 10197, 13939, 26146, 28024, 37261, 41932, 47167, 47212, 47365, 47478, 48111, 48187, 48706, 49928, 50932, 54718, 54850, 89935, 170288, 175596, 175976, 176136, 176772, 177213, 178865, 178987, 180061, 184389, 184664, 185812, 201532, 201628, 204578, 207368, 209226, 221093, 224366, 228880, 234059, 236919, 237117, 237622, 237781, 238039, 240227, 240512, 240990, 243189, 243869, 244128, 244334, 287634, 294219, 295206, 295472, 296023, 297620, 297934, 321663, 322726, 323398, 324657, 327405, 328672, 328933, 329037, 329625, 329714, 330675, 331125, 331407, 332043, 332283, 332750, 333682, 335138, 336009, 336996, 337123, 338298, 338636, 338972, 341762, 342098, 342335, 343261, 345609, 345988, 346709, 355181, 355537, 355819, 356320, 427423, 447368, 460832, 461182, 461672, 462337, 462616, 490913, 491347, 496980, 499124, 499708]
Abbot, [119956, 134143, 185968, 186235, 187652, 212140, 213222, 214710, 215358, 215604, 216212, 219852, 221244, 224829, 225748, 227104, 230605, 231270, 231526, 231882, 234558, 236506, 238154, 239011, 267377, 267808, 278856, 288885, 296691, 299178, 302826, 306092, 306221, 307306, 307548, 309467, 311249, 311786, 314340, 354431, 368135, 370097, 386812, 405555, 422767, 422927, 423320, 423765, 427765, 427946, 429462, 432166, 434213, 437823, 439668, 440353, 441083, 442134, 444621, 447181, 448161, 452794, 453510, 458144, 461860, 464402, 465085, 465484, 466183, 472739, 488596, 489258, 489906, 490136, 490866, 493138, 497440, 498437, 498546, 498841, 6814, 7324, 7537, 10083, 12686, 13212, 15428, 23553, 24274, 24774, 25765, 88636, 89198, 181240, 199055, 201304, 234242, 269032, 299465, 300819, 366640, 367277, 367510, 369073, 369773, 377747, 379248, 380681, 383920, 384533, 384882, 385682, 419774, 422290, 422976, 423854, 446677, 448020, 450550, 453606, 453795, 456306, 459593, 459907, 461315, 463665, 468304, 468786, 473149, 480126, 483081, 483399, 485918, 487796, 492415, 492726, 494955, 497123]
Piercie Shafton, [29706, 384921, 386186, 386709, 387859, 388277, 390968, 393690, 406271, 410135, 413651, 426236, 431242, 437265, 438309, 441576, 441959, 443158, 446676, 447920, 449281, 463180, 466755, 484752, 486004, 487595, 488185, 496023, 500284, 3885, 8810, 9937, 15699, 17141, 17908, 19815, 20501, 26234, 28270, 29475, 32662, 33018, 34074, 34655, 36773, 41744, 44736, 45103, 58388, 59559, 65305, 67132, 67527, 70297, 73766, 74303, 75290, 77250, 85733, 88474, 96204, 116698, 154527, 164404, 168131, 169222, 171531, 171766, 172721, 174904, 176567, 183185, 189673, 190106, 194981, 195585, 209050, 212917, 220322, 222031, 223428, 224496, 224741, 229990, 232586, 234367, 242249, 243562, 243925, 245716, 246387, 247612, 248422, 249557, 250054, 250518, 252018, 254307, 255870, 257885, 258671, 259601, 263173, 267734, 271670, 272579, 273540, 274125, 275117, 276041, 276423, 277777, 279310, 295677, 324616, 379788, 435238, 435398, 439390, 440892, 441294, 442673, 448575, 450322, 450980, 453281, 453568, 481679, 484991, 486171, 487635, 488425, 492456, 493912, 495442]
Halbert Glendinning, [8536, 139044, 169767, 171484, 328320, 332986, 333548, 339937, 344699, 350120, 380269, 399821, 415397, 416348, 466644, 475752, 477628, 485034, 1701, 9662, 12332, 12938, 18196, 18887, 19935, 29783, 31636, 32861, 46622, 47086, 52293, 56109, 67475, 70084, 72434, 74122, 79271, 80987, 85633, 91746, 92508, 96343, 98690, 99612, 101229, 107567, 111088, 119976, 124678, 125782, 126570, 155399, 158618, 160273, 163039, 169495, 173728, 174062, 177455, 180317, 225425, 286962, 295745, 296541, 296833, 297881, 324441, 343925, 389274, 394290, 396932, 405251, 409269, 414096, 415656, 416442, 417156, 429848, 433017, 437132, 445349, 469094, 488230]
Eustace, [187482, 214869, 215288, 215442, 215505, 215732, 216757, 218877, 218951, 219196, 219693, 220316, 223925, 225531, 225729, 229854, 231648, 234712, 235456, 236118, 236623, 239950, 240221, 241379, 243225, 244508, 245797, 248925, 251294, 257454, 258621, 286447, 286881, 288087, 290044, 291510, 293680, 297555, 298321, 301678, 303170, 306281, 306417, 307998, 314429, 314918, 317647, 318481, 322856, 442330, 445771, 454460, 463098, 465066, 495697, 500160, 8036, 19091, 21299, 50070, 51170, 73610, 168889, 207799, 209738, 223871, 303457, 303873, 307219, 309096, 327394, 338809, 351045, 365309, 366087, 384001, 384568, 389033, 389323, 393211]
Mary Avenel, [248250, 317330, 323023, 324291, 329070, 336576, 357598, 371368, 372568, 373194, 376090, 378515, 378743, 379144, 381867, 386548, 387914, 396491, 399274, 412197, 413041, 415002, 416743, 420796, 424172, 430082, 475266, 481264, 7063, 25932, 34946, 37035, 42821, 43609, 52829, 53029, 54792, 55426, 55806, 56054, 57162, 57812, 89599, 92168, 114057, 169460, 171608, 172017, 173307, 177165, 181684, 186516, 196896, 197196, 208118, 219776, 222422, 222951, 224844, 280549, 281348, 283323, 284790, 286194, 286685, 287430, 289391, 289712, 289982, 292621, 293193, 332458, 342266, 344545, 412980, 458038, 462094, 462113, 462256, 495216]
Piercie, [406890, 414740, 418986, 421174, 424399, 431734, 437162, 442243, 448334, 449483, 451875, 452913, 454495, 488886, 489317, 492822, 496467, 4069, 9303, 15486, 16874, 22905, 30156, 30340, 31856, 38644, 38906, 39732, 61172, 68987, 69371, 70127, 71523, 71847, 89490, 163788, 166110, 172544, 175134, 178646, 180938, 182256, 199674, 233261, 251749, 252717, 253370, 255578, 257080, 264638, 267233, 272047, 273196, 278117, 344390, 380119, 391863, 448671, 449772, 451335, 451440, 452648, 495049]
Martin, [147117, 147482, 147833, 148898, 149363, 149790, 151310, 154645, 154727, 155354, 156626, 157001, 157595, 157836, 157895, 158739, 158806, 158915, 159625, 160015, 160229, 163635, 166663, 167043, 169363, 170248, 184458, 187771, 195464, 245450, 247409, 250012, 269141, 361290, 362124, 383015, 383288, 384285, 466820, 467550, 468055, 468643, 468778, 469291, 469356, 469769, 470368, 470905, 471456, 471642, 472413, 473121, 474040, 495550, 164238, 164254, 169996, 191726, 343787, 496059]
Mary, [137818, 154160, 156402, 162349, 169959, 170286, 171148, 171367, 172058, 172694, 273705, 274081, 274104, 274159, 274730, 275633, 275772, 276049, 276164, 276261, 276824, 324900, 326919, 327158, 329219, 329655, 331555, 374294, 377982, 380296, 381212, 381546, 395031, 399708, 415928, 419535, 480946, 486307, 487047, 53303, 53854, 56150, 56889, 114365, 284454, 291445, 332804, 342404, 407335, 463856, 485217, 491486, 495898, 499173]
