Fogg, [674, 2066, 3623, 6245, 7587, 7877, 8850, 9312, 9580, 11396, 12287, 13153, 13936, 14467, 15005, 16550, 16790, 21399, 23230, 23388, 23701, 24186, 24407, 24737, 25563, 26740, 27380, 27563, 28241, 29611, 29622, 30921, 31256, 31575, 32408, 32529, 33496, 35466, 36560, 47966, 48638, 49846, 52948, 53552, 59776, 61366, 63415, 63550, 68380, 69430, 70034, 70109, 71351, 74095, 74420, 75345, 75734, 77597, 77959, 78042, 78527, 82025, 82208, 84793, 84893, 85889, 86465, 87056, 87320, 87560, 87632, 88313, 88793, 89213, 89515, 89909, 91859, 93180, 93447, 94696, 94898, 96220, 100119, 102415, 102529, 102869, 103577, 103743, 104465, 109846, 110013, 110531, 111568, 111773, 113248, 113421, 114851, 119504, 120315, 121567, 123105, 126113, 126601, 126820, 126937, 128073, 129077, 129877, 130179, 130794, 132327, 132775, 133473, 135060, 135575, 135843, 136083, 136645, 138965, 139197, 141305, 142430, 143012, 143148, 143511, 143638, 145126, 145567, 146438, 146516, 147077, 147477, 147759, 148065, 148881, 149030, 150017, 152463, 154349, 154586, 154612, 155026, 157978, 160480, 160578, 160805, 161017, 161217, 162001, 162311, 162641, 162903, 163110, 163876, 166747, 171437, 171752, 172500, 172991, 173496, 174906, 176184, 176481, 176728, 177306, 177739, 177985, 178153, 178557, 178675, 179421, 179612, 179920, 180317, 181491, 181592, 181697, 181994, 182161, 182471, 2597, 2725, 2882, 5757, 5922, 6075, 7746, 8783, 9122, 9461, 9513, 9845, 10357, 11449, 11586, 12527, 14035, 14235, 14761, 15852, 17090, 17100, 17700, 17945, 20115, 20397, 20454, 20651, 20897, 21165, 21247, 21425, 22246, 22515, 23200, 41210, 41541, 42027, 42724, 43795, 44821, 45431, 46840, 49371, 49723, 50377, 50636, 51571, 51781, 52142, 53015, 53168, 54206, 56542, 56685, 57038, 57313, 57597, 57792, 58286, 58391, 59898, 60064, 60542, 60900, 61120, 61436, 61984, 62225, 62868, 63079, 63775, 64090, 64348, 64690, 71742, 72423, 73466, 76264, 82510, 87594, 88229, 89267, 89546, 89712, 89917, 90262, 90660, 91123, 91384, 91484, 92374, 94086, 94325, 103122, 103367, 103628, 104342, 104662, 104971, 105232, 105431, 106014, 106196, 106326, 106563, 106725, 108539, 109314, 111446, 111700, 114122, 114458, 114546, 115022, 115652, 116211, 116589, 116778, 117564, 118331, 124164, 124861, 125705, 126399, 126723, 126766, 126863, 127666, 127877, 128170, 128383, 128808, 130292, 131440, 132314, 132383, 134129, 134190, 134571, 135294, 136617, 137175, 137238, 137558, 138034, 139240, 141306, 141538, 141952, 143368, 143542, 144137, 145307, 145588, 146057, 146544, 147094, 148357, 149003, 149752, 150250, 151004, 151138, 151888, 152314, 152537, 152993, 153144, 154251, 154371, 154532, 155575, 155779, 156221, 156813, 157035, 157077, 157312, 157821, 158278, 158858, 159645, 160822, 161624, 162253, 163224, 163457, 164054, 164205, 164889, 165079, 165473, 166562, 167508, 167721, 167751, 167976, 168074, 168332, 168677, 168972, 169341, 169552, 169683, 170297, 170445, 170734, 173227, 173713, 174204, 174514, 175114, 175420, 177037, 178168, 178235, 178408, 180359, 181069, 181174, 181854, 182087, 182224]
Aouda, [104136, 115892, 117857, 119221, 120885, 121663, 121986, 123158, 126246, 126943, 128016, 128479, 135601, 137223, 137538, 137880, 138152, 138477, 138786, 139091, 142859, 145376, 146574, 148943, 149480, 150003, 150601, 155385, 155651, 157605, 162727, 163065, 163601, 163710, 174553, 176568, 177205, 177833, 177994, 178396, 178813, 178907, 179768, 181506, 677, 2271, 2891, 7180, 7755, 8792, 12542, 13281, 14690, 21102, 21131, 22255, 23206, 41216, 41550, 42207, 42427, 43307, 45756, 46130, 50386, 53174, 54473, 56551, 56706, 60040, 61442, 62753, 63263, 63443, 88501, 88670, 89515, 89905, 90780, 91809, 92273, 94295, 103634, 104284, 104933, 106394, 106846, 110684, 113586, 113789, 114202, 114437, 116341, 117086, 118195, 120516, 121070, 122099, 122976, 124959, 128110, 128348, 131504, 137603, 138132, 141433, 143462, 156655, 157673, 160140, 160828, 161427, 163363, 164090, 164257, 164328, 165262, 165461, 165799, 167320, 167441, 167529, 167678, 167892, 167991, 168347, 168692, 169170, 169564, 169793, 170201, 170313, 170751, 181119, 182173]
Passepartout, [7769, 11195, 11346, 12569, 27851, 47578, 54078, 54608, 61614, 62072, 63608, 64649, 72358, 89037, 93472, 100037, 113482, 114780, 116638, 120842, 121537, 121592, 123248, 128565, 130077, 131076, 131623, 131902, 133311, 133619, 133865, 135121, 140777, 144858, 146067, 146275, 149118, 153884, 166982, 169645, 170013, 171363, 171867, 173938, 6732, 18752, 19633, 22624, 30180, 34412, 34502, 35679, 41227, 41569, 42508, 45906, 47742, 50439, 50687, 53185, 54497, 56806, 68670, 74963, 79254, 89826, 90305, 90729, 96463, 113181, 124398, 124702, 125060, 128393, 134692, 141440, 148453, 152166, 157127, 160126, 160635, 160839, 170338, 180378, 181638, 181901]
Phileas Fogg, [111, 6591, 20687, 21123, 21685, 21950, 22983, 24054, 25179, 25707, 27975, 37432, 47448, 47776, 69210, 74474, 76467, 86032, 100245, 102654, 112472, 126440, 134186, 135321, 155707, 173899, 477, 4444, 41426, 92020, 101447, 104197, 105726, 111597, 113606, 115415, 125324, 130988, 137865, 139274, 151497, 153992, 155322, 165173, 165915, 166150, 172633]
Francis, [75435, 76724, 77530, 77711, 78061, 78505, 82815, 83836, 84040, 84459, 84645, 84774, 84956, 89701, 89893, 91843, 94539, 95895, 97822, 99357, 99765, 100493, 100768, 101657, 101969, 103412, 109242, 109732, 109945, 110112, 110243, 110557, 111581, 111717, 112443, 113261, 113405, 114655, 115661, 121336, 123205]
Fix, [40375, 40816, 41339, 41577, 42129, 46205, 54770, 61398, 63493, 146724, 147114, 152632, 153092, 169287, 169939, 172272, 175262, 176336, 42217, 43441, 47638, 57247, 60127, 61453, 89891, 104647, 145516, 149560, 160151, 180844]
John Bunsby, [305, 1591, 1950, 2041, 3343, 4148, 9786, 11304, 11746, 12342, 13825, 15695, 16749, 17391]
Francis Cromarty, [75316, 76182, 77460, 82529, 83563, 85902, 88287, 90711, 103003, 107052, 120820, 122830]
Speedy, [140858, 141189, 142517, 142598, 143206, 145887, 150428, 150670, 151064, 151372, 154206, 155388]
Ralph, [17111, 17252, 17575, 20069, 20339, 20976, 21374, 21817, 25509, 31587, 176177]
