Denise, [16017, 17413, 18099, 19441, 20682, 21541, 22011, 25340, 25668, 27643, 28655, 29355, 29914, 30208, 30722, 30885, 30948, 32106, 33772, 34944, 35736, 36841, 38203, 38969, 39654, 39940, 41398, 42069, 42450, 44757, 45641, 46626, 47691, 47910, 48254, 50002, 52329, 53100, 53286, 53417, 55836, 56611, 57184, 57963, 59893, 60496, 61003, 62428, 64020, 68305, 72219, 74988, 77632, 79167, 79686, 79934, 80980, 82589, 123062, 125043, 125484, 126158, 127795, 128438, 128940, 129516, 132616, 133207, 133726, 134353, 135604, 136133, 136964, 137839, 138400, 139634, 141004, 141476, 143415, 207482, 208331, 209610, 211263, 211440, 212290, 212570, 213158, 215419, 216463, 216759, 218228, 218829, 259745, 260853, 261696, 262855, 262934, 263463, 264361, 264930, 265637, 266233, 266372, 267290, 267417, 267649, 268403, 274939, 276088, 276794, 277049, 279879, 282644, 284654, 284897, 285613, 286732, 289310, 290025, 290616, 291750, 292116, 292308, 292936, 293383, 293716, 293901, 294228, 295673, 296372, 296771, 297415, 298214, 298796, 299484, 300053, 300356, 300954, 301830, 303688, 303955, 304807, 305223, 307270, 308425, 309008, 310162, 312590, 312993, 313379, 314507, 316354, 316992, 318585, 319053, 319390, 320052, 320954, 321219, 322054, 324928, 326970, 327356, 328395, 330472, 332044, 334705, 335116, 335712, 340998, 341223, 341526, 341864, 341941, 342334, 345861, 347315, 352063, 353462, 353693, 354748, 355680, 356150, 357404, 358495, 360726, 361032, 362032, 363725, 364260, 365444, 379285, 384219, 384422, 385492, 387034, 387698, 388682, 389856, 390083, 390988, 392626, 393177, 394020, 394495, 395118, 395671, 396177, 398824, 400923, 402255, 404463, 404852, 405808, 406103, 407295, 410371, 410682, 411521, 412222, 412712, 415461, 416324, 417069, 418059, 419868, 420397, 421585, 422590, 423506, 425336, 426113, 426809, 427632, 428753, 429707, 431962, 432359, 432720, 433160, 433582, 433979, 436951, 438259, 439233, 440569, 448844, 450556, 450657, 451042, 451218, 453770, 456189, 456455, 458555, 461468, 462293, 462766, 464662, 466465, 467103, 467381, 467717, 470149, 470853, 471461, 471733, 472109, 472528, 473267, 1827, 3591, 5017, 5807, 6448, 6676, 7286, 7858, 8349, 8731, 9664, 18199, 31396, 31840, 32335, 33797, 34552, 35079, 35879, 37770, 38178, 38904, 40313, 42390, 42585, 43388, 43810, 56924, 57124, 57380, 58097, 58519, 59542, 89666, 90141, 90742, 96375, 97846, 98489, 98976, 99252, 99716, 99999, 100448, 101395, 102315, 102538, 102832, 104491, 105276, 106540, 109062, 109307, 110464, 111998, 118773, 121035, 122259, 122824, 125460, 126444, 126765, 127860, 128947, 130630, 131102, 131994, 132688, 133253, 133636, 133899, 134348, 134735, 135172, 135444, 135996, 136565, 137024, 137292, 137462, 138052, 138463, 138832, 139135, 139333, 140547, 140789, 141371, 142146, 143455, 150250, 150454, 151384, 151964, 154388, 175582, 175958, 176163, 176301, 176669, 177116, 178282, 178514, 179437, 180126, 180629, 181801, 183415, 183639, 184331, 185372, 186281, 186373, 186477, 192066, 192779, 193502, 194665, 197457, 198359, 210675, 214337, 222358, 224002, 224709, 225525, 225886, 226622, 227509, 228543, 229071, 229919, 230677, 231486, 232257, 246847, 247434, 247972, 248370, 248521, 249398, 249626, 249982, 250452, 252987, 253551, 257811, 262069, 278288, 279958, 281658, 282624, 283495, 287309, 290774, 292220, 293632, 298478, 298857, 299577, 300067, 300681, 301120, 301562, 302280, 303167, 304750, 308376, 310197, 310334, 312035, 313039, 313436, 313909, 314959, 315049, 316071, 317575, 318527, 318871, 319615, 320142, 321792, 322499, 324378, 327409, 328032, 328662, 329082, 329512, 329664, 329987, 330576, 332049, 333686, 334407, 334936, 336020, 337492, 338468, 339272, 340851, 343096, 344351, 344564, 345047, 345334, 346293, 347096, 347772, 350237, 353499, 354265, 356010, 356894, 357204, 357817, 358587, 359651, 360434, 361396, 363042, 363361, 365038, 365771, 366460, 366995, 367505, 370455, 372428, 374650, 375508, 376218, 377643, 378835, 379400, 380322, 405424, 406432, 409555, 410040, 411052, 411741, 412325, 414217, 415069, 415448, 416585, 418368, 418916, 420358, 420540, 422345, 422639, 422921, 423323, 423693, 425563, 427328, 427692, 428473, 428583, 429078, 430209, 430960, 431856, 432212, 432421, 432576, 436089, 459969, 472015, 472153, 472518, 473517, 474356, 475445]
Mouret, [12710, 16613, 62784, 63187, 63368, 64680, 68912, 84907, 85222, 85656, 86704, 87248, 88072, 88154, 88611, 89606, 90531, 91219, 91725, 93106, 94161, 95951, 96186, 97027, 99103, 100214, 101160, 103367, 103978, 104561, 105532, 106374, 107500, 108353, 108573, 109495, 109693, 110023, 110513, 113044, 114266, 114762, 116498, 117218, 120781, 121078, 121682, 122823, 124835, 134086, 134982, 135394, 137264, 138866, 139060, 139674, 141175, 143875, 145554, 146338, 147052, 149905, 150808, 153203, 154132, 155553, 156678, 157250, 158082, 160169, 160808, 164247, 164465, 165508, 167563, 168358, 169121, 171488, 174395, 174835, 178209, 178815, 180773, 182058, 184723, 186074, 187115, 189947, 191828, 197537, 198223, 198543, 200865, 205049, 220671, 222854, 223885, 230288, 232533, 252454, 254449, 261382, 263485, 264210, 266693, 266890, 268868, 272687, 273231, 274652, 276263, 277709, 279699, 284013, 309524, 316013, 345848, 347831, 374616, 377886, 379028, 379655, 380808, 381729, 400441, 406872, 407009, 417760, 444532, 444673, 445028, 446937, 451942, 453294, 456911, 458037, 461142, 462742, 463537, 464223, 469497, 35154, 43894, 46925, 48618, 50034, 51818, 53223, 54373, 54814, 55014, 55772, 56764, 57316, 57744, 57986, 58744, 59215, 68051, 77911, 79036, 79480, 80237, 86313, 92579, 94060, 95115, 102196, 104106, 111386, 112091, 115014, 116039, 118826, 124681, 125344, 147026, 147447, 149831, 150534, 151343, 180541, 180977, 182000, 182832, 183426, 183571, 185168, 186309, 189289, 189617, 189770, 192655, 194419, 196642, 197601, 198345, 199137, 202421, 202966, 204872, 205726, 206381, 208723, 209682, 211303, 212119, 213958, 214397, 215009, 215198, 216588, 217182, 218873, 219824, 220319, 220815, 221443, 222133, 222453, 222977, 223208, 223791, 225508, 226156, 227355, 228634, 231693, 232503, 233658, 234493, 235012, 235939, 237989, 238104, 238408, 239825, 240824, 241121, 241810, 242398, 243102, 244821, 245712, 250306, 250797, 251512, 254021, 268166, 269372, 269712, 271839, 272400, 272622, 272953, 276121, 276707, 277817, 278373, 278666, 288600, 289264, 290317, 290833, 292811, 298009, 298657, 302077, 305141, 307407, 308552, 310351, 312955, 316542, 317493, 318199, 346343, 346738, 347198, 347972, 348264, 349431, 352409, 371378, 381231, 390181, 391335, 394708, 400564, 403376, 405637, 407119, 407864, 409597, 412035, 412672, 418819, 419088, 419861, 423467, 431923, 444048, 449855, 450326, 456958, 458072, 459355, 459557, 464402, 464778, 466932, 469691, 471089, 471523, 472137, 473312, 475165, 475352]
Pauline, [293473, 293553, 293967, 294419, 295825, 296087, 297891, 298037, 298396, 299761, 300095, 300727, 305398, 313450, 316537, 318695, 319027, 319237, 320573, 321108, 321767, 322719, 323229, 324291, 325597, 326174, 327266, 328139, 329923, 330310, 331890, 333134, 341148, 341894, 353580, 358382, 359319, 359817, 360011, 360737, 360943, 385420, 386385, 387528, 389298, 389867, 390872, 391432, 404202, 405664, 418527, 450801, 57945, 58265, 104379, 121023, 130807, 132153, 132596, 133733, 134092, 135188, 135583, 136164, 151429, 151820, 152171, 173875, 175296, 175695, 176213, 176552, 177094, 184640, 192464, 248386, 248580, 248771, 249710, 312096, 312356, 313475, 314088, 314424, 314780, 314930, 315266, 315643, 427288, 427676, 427906, 428442]
Hutin, [119014, 119897, 120178, 121518, 122464, 124763, 125628, 126647, 225107, 226460, 227178, 227644, 228285, 229380, 229703, 232984, 233866, 234794, 246940, 248765, 250024, 251202, 252326, 254288, 254767, 255236, 257743, 258423, 259705, 259893, 309108, 310348, 311209, 311498, 330977, 331290, 332278, 332523, 333481, 334865, 335005, 338219, 362534, 363093, 363594, 364210, 364757, 367151, 367739, 369733, 370759, 371447, 371754, 373307, 373496, 375942, 376421, 378696, 380084, 381812, 383625, 384176, 405473, 456854, 87690, 120976, 155358, 158319, 158773, 159487, 160038, 160317, 160484, 196490, 270951, 278263, 278538, 279456, 434522, 434881, 435599, 436352]
Henriette, [146389, 147628, 148197, 150569, 159519, 165725, 167180, 167329, 167786, 170971, 171142, 174205, 181699, 187206, 187667, 187866, 189748, 191520, 192972, 199699, 246851, 252362, 254423, 261556, 462388, 95976, 96285, 102901, 195455, 195772, 196750, 198786, 201735, 201885, 203201, 203635, 204098, 204528, 205420, 205568, 207218, 207534, 208347, 208448, 209644, 211572, 213861, 214251, 214654, 222119, 223945, 224467, 225449, 225839, 229022, 230471, 230849, 231348, 231920, 232679, 233150, 234125, 239429, 239773, 241539, 243521, 244665, 245175, 394431, 395996, 432112, 432672, 436992, 437881, 445752]
Geneviève, [35811, 36532, 38590, 39234, 39884, 43206, 43651, 44781, 45244, 45809, 46689, 47208, 51424, 60759, 64307, 66549, 71660, 304054, 305131, 420065, 467821, 471206, 471749, 473238, 2882, 3065, 3688, 4248, 5128, 5855, 6883, 7362, 7453, 8067, 8454, 8934, 10538, 11857, 25652, 30719, 30995, 37131, 37995, 39302, 39401, 39847, 40589, 42611, 247530, 302984, 318931, 324681, 325877, 327866, 328098, 330345, 331311, 332622, 350849, 353944, 379530]
Clara, [130578, 134057, 138947, 141328, 209047, 209583, 211653, 212111, 215041, 216486, 218127, 265929, 282379, 284748, 302059, 304751, 307900, 313088, 314298, 323714, 355101, 385564, 385935, 386881, 389783, 402108, 405550, 419775, 419813, 420370, 451171, 57568, 58343, 86324, 96942, 98194, 102117, 134527, 138746, 138966, 142198, 143609, 144323, 144856, 146745, 148549, 149428, 149969, 181139, 182541, 186154, 192408, 247281, 247742, 247941, 301425, 302755, 318999, 328772, 352891, 421191]
Jean, [18902, 19277, 20621, 21870, 25412, 27294, 28742, 29875, 30964, 31622, 32030, 32115, 38164, 38712, 42227, 47141, 47847, 52481, 60034, 64552, 74718, 80011, 213933, 217771, 284922, 286121, 287932, 289759, 356955, 357844, 359336, 388120, 393704, 395591, 396068, 396922, 398403, 398900, 414653, 415179, 450096, 472063, 10795, 10837, 128649, 333722, 333923, 336510, 343849, 344723, 415681, 416371, 417371, 418259, 420594, 427203, 427985, 431604]
Jouve, [117385, 133997, 140797, 204608, 232446, 257404, 284251, 296913, 360151, 360445, 389350, 390261, 391523, 391912, 398265, 398634, 399098, 399900, 402353, 57602, 67379, 95435, 95737, 115058, 115501, 116079, 181542, 185900, 189372, 249241, 249461, 252340, 280305, 280563, 286257, 288660, 290181, 290711, 293417, 301628, 402902, 405054, 447556, 448741, 449995, 451551, 453352, 454343, 455266, 455822]
Madame Marty, [71846, 151111, 152171, 187896, 188353, 191103, 194552, 240809, 241127, 248723, 256490, 260833, 262202, 61997, 64161, 67751, 68761, 70728, 71195, 102062, 103098, 105486, 121334, 205166, 205951, 207096, 240717, 242732, 395549, 440312, 443727]
