,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.4999999999999999,0.4999999999999999,0.5277777777777776,0.6041666666666667,0.5833333333333333,0.5694444444444444,0.5714285714285713
Christie,0.4999999999999999,1,0.5807291666666666,0.5787037037037036,0.6041666666666665,0.5946969696969696,0.5937500000000001,0.5753205128205127
Dickens,0.4999999999999999,0.5807291666666666,1,0.5758928571428571,0.5652777777777777,0.5638020833333333,0.5637254901960784,0.5590277777777778
Dostoyevsky,0.5277777777777776,0.5787037037037036,0.5758928571428571,1,0.5515350877192982,0.5593750000000002,0.5575396825396826,0.5606060606060606
Scott,0.6041666666666667,0.6041666666666665,0.5652777777777777,0.5515350877192982,1,0.572463768115942,0.5659722222222221,0.5766666666666664
Verne,0.5833333333333333,0.5946969696969696,0.5638020833333333,0.5593750000000002,0.572463768115942,1,0.5737179487179486,0.5655864197530861
Woolf,0.5694444444444444,0.5937500000000001,0.5637254901960784,0.5575396825396826,0.5659722222222221,0.5737179487179486,1,0.5580357142857141
Zola,0.5714285714285713,0.5753205128205127,0.5590277777777778,0.5606060606060606,0.5766666666666664,0.5655864197530861,0.5580357142857141,1
