,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.6666666666666666,0.6666666666666667,0.638888888888889,0.6875000000000001,0.6666666666666667,0.6527777777777776,0.630952380952381
Christie,0.6666666666666666,1,0.6395833333333334,0.6314814814814815,0.6516666666666667,0.6393939393939394,0.6291666666666667,0.6243589743589744
Dickens,0.6666666666666667,0.6395833333333334,1,0.6107142857142855,0.6255555555555558,0.6177083333333333,0.6058823529411763,0.6037037037037039
Dostoyevsky,0.638888888888889,0.6314814814814815,0.6107142857142855,1,0.5982456140350878,0.6041666666666667,0.6,0.5962121212121212
Scott,0.6875000000000001,0.6516666666666667,0.6255555555555558,0.5982456140350878,1,0.6065217391304346,0.6020833333333333,0.6113333333333332
Verne,0.6666666666666667,0.6393939393939394,0.6177083333333333,0.6041666666666667,0.6065217391304346,1,0.6038461538461538,0.6030864197530865
Woolf,0.6527777777777776,0.6291666666666667,0.6058823529411763,0.6,0.6020833333333333,0.6038461538461538,1,0.5964285714285713
Zola,0.630952380952381,0.6243589743589744,0.6037037037037039,0.5962121212121212,0.6113333333333332,0.6030864197530865,0.5964285714285713,1
