,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5833333333333334,0.7083333333333333,0.6666666666666667,0.7083333333333335,0.6833333333333332,0.6666666666666664,0.6428571428571429
Christie,0.5833333333333334,1,0.6166666666666666,0.6203703703703701,0.6333333333333333,0.6272727272727275,0.6111111111111109,0.6051282051282051
Dickens,0.7083333333333333,0.6166666666666666,1,0.5904761904761903,0.5844444444444444,0.5833333333333334,0.5735294117647058,0.5898148148148148
Dostoyevsky,0.6666666666666667,0.6203703703703701,0.5904761904761903,1,0.5850877192982457,0.5916666666666668,0.5912698412698413,0.593939393939394
Scott,0.7083333333333335,0.6333333333333333,0.5844444444444444,0.5850877192982457,1,0.6007246376811595,0.6,0.606
Verne,0.6833333333333332,0.6272727272727275,0.5833333333333334,0.5916666666666668,0.6007246376811595,1,0.5961538461538461,0.5901234567901233
Woolf,0.6666666666666664,0.6111111111111109,0.5735294117647058,0.5912698412698413,0.6,0.5961538461538461,1,0.580952380952381
Zola,0.6428571428571429,0.6051282051282051,0.5898148148148148,0.593939393939394,0.606,0.5901234567901233,0.580952380952381,1
