,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5833333333333334,0.625,0.611111111111111,0.6666666666666667,0.6333333333333333,0.6249999999999998,0.6071428571428571
Christie,0.5833333333333334,1,0.5937499999999999,0.5972222222222221,0.6208333333333332,0.6098484848484846,0.607638888888889,0.6057692307692306
Dickens,0.625,0.5937499999999999,1,0.5937499999999999,0.5874999999999999,0.5950520833333333,0.5857843137254901,0.5717592592592592
Dostoyevsky,0.611111111111111,0.5972222222222221,0.5937499999999999,1,0.5767543859649121,0.5833333333333333,0.5803571428571428,0.5795454545454545
Scott,0.6666666666666667,0.6208333333333332,0.5874999999999999,0.5767543859649121,1,0.5905797101449274,0.5833333333333334,0.59
Verne,0.6333333333333333,0.6098484848484846,0.5950520833333333,0.5833333333333333,0.5905797101449274,1,0.5865384615384615,0.5802469135802468
Woolf,0.6249999999999998,0.607638888888889,0.5857843137254901,0.5803571428571428,0.5833333333333334,0.5865384615384615,1,0.5721726190476188
Zola,0.6071428571428571,0.6057692307692306,0.5717592592592592,0.5795454545454545,0.59,0.5802469135802468,0.5721726190476188,1
