,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5,0.5833333333333334,0.6111111111111112,0.6666666666666667,0.6,0.5833333333333334,0.5833333333333331
Christie,0.5,1,0.581845238095238,0.5886243386243385,0.6130952380952379,0.5963203463203461,0.58234126984127,0.576007326007326
Dickens,0.5833333333333334,0.581845238095238,1,0.570578231292517,0.5714285714285716,0.5714285714285714,0.5672268907563025,0.5674603174603173
Dostoyevsky,0.6111111111111112,0.5886243386243385,0.570578231292517,1,0.568295739348371,0.5684523809523807,0.5685941043083899,0.5654761904761904
Scott,0.6666666666666667,0.6130952380952379,0.5714285714285716,0.568295739348371,1,0.5771221532091095,0.5773809523809523,0.5876190476190474
Verne,0.6,0.5963203463203461,0.5714285714285714,0.5684523809523807,0.5771221532091095,1,0.5869963369963369,0.5784832451499117
Woolf,0.5833333333333334,0.58234126984127,0.5672268907563025,0.5685941043083899,0.5773809523809523,0.5869963369963369,1,0.5731292517006803
Zola,0.5833333333333331,0.576007326007326,0.5674603174603173,0.5654761904761904,0.5876190476190474,0.5784832451499117,0.5731292517006803,1
