,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5,0.5833333333333334,0.5555555555555556,0.6333333333333334,0.6066666666666667,0.5888888888888888,0.5809523809523811
Christie,0.5,1,0.5833333333333334,0.5814814814814815,0.61,0.6060606060606062,0.602777777777778,0.5897435897435896
Dickens,0.5833333333333334,0.5833333333333334,1,0.576190476190476,0.5777777777777778,0.5770833333333333,0.5725490196078431,0.5722222222222222
Dostoyevsky,0.5555555555555556,0.5814814814814815,0.576190476190476,1,0.5701754385964911,0.5816666666666666,0.584126984126984,0.5909090909090909
Scott,0.6333333333333334,0.61,0.5777777777777778,0.5701754385964911,1,0.5985507246376811,0.5916666666666667,0.5999999999999999
Verne,0.6066666666666667,0.6060606060606062,0.5770833333333333,0.5816666666666666,0.5985507246376811,1,0.5961538461538461,0.5827160493827159
Woolf,0.5888888888888888,0.602777777777778,0.5725490196078431,0.584126984126984,0.5916666666666667,0.5961538461538461,1,0.5726190476190476
Zola,0.5809523809523811,0.5897435897435896,0.5722222222222222,0.5909090909090909,0.5999999999999999,0.5827160493827159,0.5726190476190476,1
