,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5,0.5833333333333334,0.6333333333333332,0.6916666666666668,0.6933333333333332,0.6833333333333332,0.680952380952381
Christie,0.5,1,0.65,0.6592592592592593,0.6733333333333331,0.6636363636363638,0.6472222222222223,0.6256410256410256
Dickens,0.5833333333333334,0.65,1,0.6190476190476188,0.6199999999999999,0.6124999999999999,0.6019607843137252,0.598148148148148
Dostoyevsky,0.6333333333333332,0.6592592592592593,0.6190476190476188,1,0.589473684210526,0.5966666666666667,0.6047619047619047,0.6075757575757577
Scott,0.6916666666666668,0.6733333333333331,0.6199999999999999,0.589473684210526,1,0.6144927536231883,0.6222222222222221,0.6279999999999999
Verne,0.6933333333333332,0.6636363636363638,0.6124999999999999,0.5966666666666667,0.6144927536231883,1,0.6230769230769231,0.6123456790123457
Woolf,0.6833333333333332,0.6472222222222223,0.6019607843137252,0.6047619047619047,0.6222222222222221,0.6230769230769231,1,0.5952380952380951
Zola,0.680952380952381,0.6256410256410256,0.598148148148148,0.6075757575757577,0.6279999999999999,0.6123456790123457,0.5952380952380951,1
