,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.6666666666666666,0.5833333333333333,0.611111111111111,0.6874999999999998,0.65,0.6111111111111113,0.5833333333333334
Christie,0.6666666666666666,1,0.5833333333333333,0.5902777777777776,0.60625,0.6022727272727273,0.5920138888888887,0.5913461538461539
Dickens,0.5833333333333333,0.5833333333333333,1,0.5892857142857143,0.6055555555555555,0.6015624999999999,0.5906862745098037,0.59375
Dostoyevsky,0.611111111111111,0.5902777777777776,0.5892857142857143,1,0.5888157894736842,0.5916666666666667,0.5912698412698413,0.5899621212121212
Scott,0.6874999999999998,0.60625,0.6055555555555555,0.5888157894736842,1,0.6005434782608694,0.5928819444444444,0.5991666666666666
Verne,0.65,0.6022727272727273,0.6015624999999999,0.5916666666666667,0.6005434782608694,1,0.595352564102564,0.5941358024691357
Woolf,0.6111111111111113,0.5920138888888887,0.5906862745098037,0.5912698412698413,0.5928819444444444,0.595352564102564,1,0.5848214285714286
Zola,0.5833333333333334,0.5913461538461539,0.59375,0.5899621212121212,0.5991666666666666,0.5941358024691357,0.5848214285714286,1
