,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5,0.5833333333333334,0.5555555555555556,0.6250000000000001,0.6166666666666667,0.5972222222222221,0.5833333333333333
Christie,0.5,1,0.5818452380952379,0.5727513227513227,0.5904761904761904,0.5822510822510821,0.5694444444444445,0.5586080586080586
Dickens,0.5833333333333334,0.5818452380952379,1,0.554421768707483,0.5619047619047618,0.5625,0.5546218487394959,0.5555555555555555
Dostoyevsky,0.5555555555555556,0.5727513227513227,0.554421768707483,1,0.5394736842105262,0.5410714285714284,0.5391156462585034,0.5373376623376623
Scott,0.6250000000000001,0.5904761904761904,0.5619047619047618,0.5394736842105262,1,0.5502070393374742,0.5481150793650793,0.5495238095238093
Verne,0.6166666666666667,0.5822510822510821,0.5625,0.5410714285714284,0.5502070393374742,1,0.5476190476190476,0.5458553791887125
Woolf,0.5972222222222221,0.5694444444444445,0.5546218487394959,0.5391156462585034,0.5481150793650793,0.5476190476190476,1,0.5416666666666667
Zola,0.5833333333333333,0.5586080586080586,0.5555555555555555,0.5373376623376623,0.5495238095238093,0.5458553791887125,0.5416666666666667,1
