,Austen,Christie,Dickens,Dostoyevsky,Scott,Verne,Woolf,Zola
Austen,1,0.5833333333333333,0.5833333333333333,0.5555555555555555,0.6250000000000001,0.6,0.5694444444444444,0.5595238095238095
Christie,0.5833333333333333,1,0.5520833333333333,0.5542328042328044,0.5738095238095238,0.5670995670995671,0.5555555555555557,0.5457875457875458
Dickens,0.5833333333333333,0.5520833333333333,1,0.5425170068027212,0.5285714285714286,0.5267857142857142,0.5252100840336134,0.5277777777777778
Dostoyevsky,0.5555555555555555,0.5542328042328044,0.5425170068027212,1,0.5263157894736842,0.5285714285714285,0.520408163265306,0.5194805194805194
Scott,0.6250000000000001,0.5738095238095238,0.5285714285714286,0.5263157894736842,1,0.5331262939958592,0.5386904761904762,0.5471428571428572
Verne,0.6,0.5670995670995671,0.5267857142857142,0.5285714285714285,0.5331262939958592,1,0.5480769230769231,0.5462962962962963
Woolf,0.5694444444444444,0.5555555555555557,0.5252100840336134,0.520408163265306,0.5386904761904762,0.5480769230769231,1,0.5497448979591837
Zola,0.5595238095238095,0.5457875457875458,0.5277777777777778,0.5194805194805194,0.5471428571428572,0.5462962962962963,0.5497448979591837,1
